 Name SpType Teff e_Teff log(g) e_log(g) [Fe/H] e_[Fe/H]
989 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/198390.txt "F5V         " " 6424" "  32" " 4.18" " 0.04" -0.32 0.05
990 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/199081.txt "B5V         " 15703 " 352" " 3.80" " 0.10" -0.11 0.1
991 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/199191.txt "GIII+...    " " 4813" "  32" " 2.77" " 0.10" -0.61 0.07
992 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/199253.txt "K0III       " " 4669" "  25" " 2.21" " 0.08" -0.14 0.06
993 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/199478.txt "B8Iae       " 15983 " 788" " 2.48" " 0.11" -0.14 0.17
994 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/199870.txt "K0IIIbCN... " " 4988" "  33" " 2.96" " 0.08" " 0.13" 0.07
131 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/19994.txt "F8V         " " 6081" "  29" " 4.05" " 0.05" " 0.15" 0.04
995 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/199960.txt "G1V         " " 5852" "  32" " 4.12" " 0.06" " 0.23" 0.05
996 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/200527.txt "M4s...      " " 3365" "   9" " 0.52" " 0.15" -0.07 0.06
997 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/200790.txt "F8V         " " 6145" "  46" " 3.99" " 0.08" " 0.02" 0.06
132 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/20084.txt "G3IIp+...   " " 5006" "  39" " 2.22" " 0.11" -0.68 0.1
998 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/201099.txt "G0          " " 5942" "  41" " 4.14" " 0.08" -0.44 0.07
133 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/20123.txt "G5Iab:      " " 5268" "  29" " 1.59" " 0.06" -0.11 0.07
999 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/201381.txt "G8III       " " 5014" "  31" " 2.85" " 0.08" -0.02 0.07
1000 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/201626.txt "G9p         " " 4818" " 111" " 1.88" " 0.39" -1.71 0.27
1001 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/201889.txt "G1V         " " 5711" "  49" " 4.23" " 0.10" -0.73 0.1
1002 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/201891.txt "F8V-VI      " " 5818" "  52" " 4.13" " 0.11" -1.05 0.11
1003 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/202259.txt "M1III       " " 3748" "   9" " 1.39" " 0.14" -0.10 0.05
1004 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/202573.txt "G5V:        " " 4929" "  37" " 2.40" " 0.11" -0.64 0.09
1005 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/202850.txt "B9Iab       " 11839 " 256" " 2.05" " 0.06" " 0.15" 0.13
1006 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/202904.txt "B2Vne       " 16758 " 637" " 2.90" " 0.10" -0.36 0.16
1007 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/203344.txt "K1III       " " 4683" "  27" " 2.54" " 0.09" -0.20 0.06
1008 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/203387.txt "G8III       " " 5136" "  34" " 2.82" " 0.09" -0.06 0.07
1009 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/203504.txt "K1III       " " 4671" "  24" " 2.59" " 0.08" " 0.01" 0.05
1010 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/203525.txt "M0III       " " 3951" "  14" " 1.74" " 0.14" -0.10 0.06
1011 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/204306.txt "F5          " " 6050" "  53" " 4.12" " 0.09" -0.58 0.09
1012 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/204363.txt "F7V         " " 6220" "  76" " 4.29" " 0.11" -0.34 0.12
1013 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/204445.txt "M1          " " 3574" "   6" " 1.19" " 0.12" " 0.01" 0.04
1014 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/204543.txt "G0          " " 4612" "  48" " 1.20" " 0.16" -1.93 0.12
1015 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/204613.txt "G1IIIa:     " " 5734" "  61" " 3.85" " 0.13" -0.35 0.11
1016 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/204642.txt "K2III       " " 4664" "  24" " 2.94" " 0.08" " 0.03" 0.05
134 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/20468.txt "K2II        " " 4387" "  25" " 1.39" " 0.08" " 0.04" 0.06
1017 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/204771.txt "K0III       " " 4966" "  31" " 2.92" " 0.08" " 0.06" 0.07
1018 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/204867.txt "G0Ib        " " 5705" "  31" " 1.06" " 0.05" " 0.03" 0.05
1019 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/205021.txt "B2IIIevar   " 24636 1275 " 3.64" " 0.10" -0.01 0.05
1020 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/205139.txt "B1II        " 26810 2110 " 3.98" " 0.13" -0.12 0.1
1021 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/205435.txt "G8III       " " 5088" "  33" " 2.90" " 0.09" -0.16 0.07
1022 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/205512.txt "K1III       " " 4696" "  33" " 2.52" " 0.12" -0.03 0.08
1023 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/205637.txt "B3V:p       " 19106 1130 " 3.07" " 0.13" -0.08 0.14
1024 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/206067.txt "K0III       " " 4801" "  28" " 2.60" " 0.08" -0.09 0.06
1025 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/206078.txt "G8III       " " 4811" "  30" " 2.62" " 0.10" -0.56 0.07
1026 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/206165.txt "B2Ib        " 20569 "    " " 2.93" "     " -0.28 
135 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/20618.txt "G6IV        " " 5093" "  26" " 3.14" " 0.07" -0.25 0.06
1027 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/206267.txt "O6e         " 40926 " 943" " 3.87" " 0.04" " 0.11" 0.03
1028 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/206453.txt "G8III       " " 5033" "  37" " 2.48" " 0.10" -0.43 0.09
1029 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/206632.txt "M4III:      " " 3197" "  10" " 0.33" " 0.18" -0.30 0.11
1030 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/206936.txt "M2Iae       " " 3784" "  16" " 0.04" " 0.11" " 0.05" 0.07
1031 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/206952.txt "K1III       " " 4713" "  29" " 2.73" " 0.09" " 0.19" 0.06
1032 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/207089.txt "K0Iab:      " " 4437" "  38" " 1.11" " 0.11" " 0.03" 0.08
1033 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/207130.txt "K1III       " " 4795" "  31" " 2.71" " 0.09" " 0.11" 0.07
1034 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/207134.txt "K3III:      " " 4429" "  24" " 2.41" " 0.12" -0.06 0.07
1035 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/207330.txt "B3III       " 20662 " 626" " 3.78" " 0.08" -0.02 0.05
1036 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/207516.txt "B8V         " 11629 " 228" " 4.07" " 0.08" " 0.04" 0.12
136 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/20797.txt "M0Iab:      " " 3918" "  14" " 0.48" " 0.08" " 0.17" 0.04
1037 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/207978.txt "F6IV-Vwvar  " " 6316" "  64" " 4.16" " 0.07" -0.56 0.09
1038 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/208110.txt "G0IIIs      " " 5011" "  47" " 2.25" " 0.14" -1.09 0.12
1039 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/208202.txt "K0III+...   " " 5007" "  31" " 2.88" " 0.08" -0.04 0.07
1040 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/208501.txt "B8Ib        " 15827 " 632" " 2.60" " 0.09" -0.11 0.12
1041 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/208906.txt "F8V-VI      " " 6035" "  52" " 4.30" " 0.08" -0.72 0.1
137 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/20893.txt "K3III       " " 4379" "  22" " 2.29" " 0.10" " 0.09" 0.05
1042 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/208947.txt "B2V         " 19417 " 851" " 3.83" " 0.21" -0.04 0.14
138 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/20902.txt "F5Iab:      " " 6490" "  13" " 1.74" " 0.03" " 0.14" 0.02
1043 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/209409.txt "B7IVe       " 12221 " 289" " 2.62" " 0.08" -0.16 0.15
1044 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/209419.txt "B5III       " 15357 " 369" " 3.73" " 0.08" " 0.06" 0.07
1045 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/209819.txt "B8V         " 11258 " 226" " 4.09" " 0.08" -0.08 0.12
1046 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/210295.txt "G8/K0w...   " " 4877" "  55" " 2.20" " 0.19" -1.29 0.14
1047 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/210752.txt "G0          " " 5943" "  41" " 4.29" " 0.07" -0.63 0.08
1048 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/210807.txt "G7II-III    " " 5104" "  36" " 2.46" " 0.09" -0.11 0.08
1049 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/210839.txt "O6Iab:...   " 38903 " 866" " 3.41" " 0.05" " 0.03" 0.06
1050 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/210855.txt "F8V         " " 6210" "  43" " 3.89" " 0.08" " 0.13" 0.06
1051 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/210889.txt "K2III       " " 4615" "  25" " 2.60" " 0.09" " 0.02" 0.05
1052 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/210939.txt "K1III       " " 4546" "  25" " 2.28" " 0.09" -0.02 0.06
1053 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/211391.txt "G8III       " " 5021" "  32" " 2.77" " 0.08" " 0.15" 0.07
1054 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/212496.txt "G8.5IIIb    " " 4761" "  27" " 2.57" " 0.09" -0.35 0.06
1055 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/212571.txt "B1Ve        " 23278 1230 " 3.53" " 0.10" -0.02 0.08
11 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/2126.txt "K0III-IV    " " 4775" "  28" " 2.79" " 0.09" -0.34 0.06
1056 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/212943.txt "K0III       " " 4676" "  25" " 2.76" " 0.08" -0.28 0.05
1057 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/212978.txt "B2V         " 20855 " 700" " 3.81" " 0.11" -0.03 0.07
1058 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/213660.txt "A6V         " " 8118" " 126" " 3.86" " 0.13" -0.15 0.16
1059 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/214376.txt "K2III       " " 4646" "  26" " 2.63" " 0.09" " 0.12" 0.06
1060 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/214567.txt "G8II        " " 4987" "  37" " 2.63" " 0.10" -0.26 0.09
1061 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/214923.txt "B8V         " 11597 " 185" " 3.93" " 0.10" " 0.06" 0.1
1062 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/215373.txt "K0III       " " 5080" "  32" " 2.85" " 0.08" " 0.16" 0.07
1063 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/215648.txt "F7V         " " 6187" "  42" " 4.04" " 0.07" -0.26 0.06
1064 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/215721.txt "G8III       " " 4907" "  42" " 2.49" " 0.13" -0.46 0.1
1065 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/216131.txt "G8III       " " 5022" "  24" " 2.76" " 0.06" -0.09 0.05
1066 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/216143.txt "G5          " " 4606" "  48" " 1.21" " 0.16" -2.09 0.11
1067 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/216174.txt "K1III       " " 4390" "  24" " 1.99" " 0.11" -0.51 0.07
1068 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/216219.txt "G0IIp       " " 5755" "  50" " 3.29" " 0.11" -0.28 0.09
1069 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/216228.txt "K0III       " " 4795" "  28" " 2.58" " 0.08" -0.02 0.06
1070 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/216385.txt "F7IV        " " 6266" "  95" " 4.08" " 0.15" -0.18 0.13
1071 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/216640.txt "K1III       " " 4628" "  25" " 3.17" " 0.08" " 0.16" 0.05
1072 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/217014.txt "G2.5IVa     " " 5756" "  36" " 4.23" " 0.07" " 0.20" 0.05
1073 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/217675.txt "B6IIIpe+... " 14491 " 435" " 2.95" " 0.10" " 0.03" 0.14
1074 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/217906.txt "M2.5II-III  " " 3455" "   6" " 1.03" " 0.12" -0.16 0.05
1075 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/218029.txt "K3III       " " 4437" "  22" " 2.34" " 0.09" " 0.18" 0.05
1076 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/218031.txt "K0IIIb      " " 4758" "  31" " 2.50" " 0.10" -0.16 0.07
1077 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/218101.txt "G8IV        " " 5220" "  37" " 3.76" " 0.08" " 0.10" 0.07
1078 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/218470.txt "F5V         " " 6497" "  49" " 4.12" " 0.06" -0.13 0.06
1079 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/218502.txt "F3:w        " " 6137" "  48" " 4.05" " 0.07" -1.85 0.13
1080 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/218504.txt "G1/G2w...   " " 5965" "  53" " 4.21" " 0.09" -0.58 0.1
1081 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/218857.txt "G6w         " " 5055" "  75" " 2.39" " 0.23" -1.92 0.17
1082 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/218935.txt "G8III-IV    " " 4924" "  29" " 2.99" " 0.08" -0.16 0.06
1083 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/219134.txt "K3V         " " 4700" "  30" " 4.58" " 0.07" " 0.02" 0.06
1084 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/219449.txt "K0III       " " 4690" "  25" " 2.59" " 0.08" " 0.00" 0.05
1085 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/219615.txt "G9III:      " " 4886" "  32" " 2.45" " 0.10" -0.58 0.08
1086 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/219945.txt "K0III       " " 4845" "  31" " 2.55" " 0.09" -0.15 0.07
1087 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/219962.txt "K1III       " " 4656" "  25" " 2.56" " 0.08" -0.04 0.06
1088 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/220009.txt "K2III       " " 4334" "  23" " 2.04" " 0.12" -0.69 0.07
1089 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/220117.txt "F5V         " " 6428" "  44" " 4.02" " 0.07" " 0.03" 0.05
139 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/22049.txt "K2V         " " 5119" "  26" " 4.71" " 0.05" " 0.00" 0.05
1090 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/220575.txt "B8III       " 13014 " 289" " 3.21" " 0.12" " 0.11" 0.14
1091 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/220825.txt "A0p...      " 10375 " 161" " 3.78" " 0.14" " 0.74" 0.09
1092 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/220954.txt "K1III       " " 4759" "  28" " 2.63" " 0.09" " 0.07" 0.06
1093 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/221115.txt "G7III       " " 5045" "  29" " 2.83" " 0.07" " 0.06" 0.06
1094 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/221148.txt "K3IIIvar    " " 4635" "  31" " 3.32" " 0.09" " 0.34" 0.06
1095 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/221170.txt "G2IV        " " 4582" "  46" " 1.21" " 0.16" -2.03 0.11
1096 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/221345.txt "G8III       " " 4696" "  27" " 2.49" " 0.09" -0.30 0.06
1097 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/221615.txt "M5III       " " 3234" "   8" " 0.44" " 0.15" -0.22 0.08
1098 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/221830.txt "F9V         " " 5676" "  51" " 4.09" " 0.10" -0.46 0.09
1099 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/221861.txt "G9Ib        " " 4605" "  41" " 0.96" " 0.07" " 0.08" 0.08
1100 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/222107.txt "G8III       " " 4679" "  24" " 2.86" " 0.08" -0.48 0.05
140 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/22211.txt "G0          " " 6018" "  49" " 3.42" " 0.11" " 0.20" 0.07
1101 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/222368.txt "F7V         " " 6200" "  42" " 4.12" " 0.07" -0.12 0.06
1102 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/222404.txt "K1IV        " " 4782" "  31" " 3.25" " 0.09" " 0.08" 0.06
1103 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/222439.txt "B9IVn       " 10733 " 247" " 3.87" " 0.13" -0.32 0.15
1104 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/222574.txt "G2Ib/II     " " 5536" "  34" " 1.69" " 0.07" " 0.03" 0.07
1105 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/223047.txt "G5Ib+...    " " 5015" "  35" " 1.32" " 0.06" " 0.04" 0.07
1106 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/223075.txt "CII...      " " 3867" "  90" " 1.03" " 0.80" -0.01 0.33
1107 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/223165.txt "K1III       " " 4728" "  29" " 2.50" " 0.09" " 0.06" 0.06
1108 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/223252.txt "G8III       " " 5034" "  35" " 2.76" " 0.09" -0.05 0.08
1109 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/223385.txt "A3Iae       " 10142 " 200" " 1.41" " 0.07" " 0.46" 0.14
1110 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/223460.txt "G1IIIe      " " 5383" "  42" " 2.92" " 0.10" -0.17 0.09
1111 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/223869.txt "K1III       " " 4868" "  30" " 3.31" " 0.08" -0.07 0.06
1112 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/224458.txt "G8III       " " 4829" "  49" " 2.39" " 0.12" -0.45 0.11
1113 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/224533.txt "G9III       " " 5054" "  32" " 2.78" " 0.08" -0.04 0.07
141 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/22468.txt "K2:Vnk      " " 4748" "  50" " 3.42" " 0.14" -0.16 0.1
1114 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/224801.txt "B9p...      " 12783 " 169" " 4.19" " 0.08" " 0.98" 0.07
142 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/22484.txt "F9IV-V      " " 5999" "  27" " 4.09" " 0.05" -0.08 0.04
1115 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/224926.txt "B7III-IV    " 13068 " 224" " 4.13" " 0.08" " 0.37" 0.09
1116 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/224930.txt "G5Vb        " " 5427" "  39" " 4.34" " 0.08" -0.80 0.09
1117 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/225132.txt "B9IVn       " 10797 " 449" " 4.24" " 0.14" " 0.00" 0.24
1118 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/225180.txt "A1III       " " 9561" " 235" " 2.73" " 0.09" -0.47 0.17
1119 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/225212.txt "K3Iab:      " " 4183" "  23" " 0.81" " 0.09" " 0.22" 0.05
1120 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/225239.txt "G2V         " " 5652" "  50" " 3.84" " 0.11" -0.47 0.09
143 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/23183.txt "G8III       " " 4866" "  25" " 2.51" " 0.07" -0.28 0.06
1121 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/232078.txt "K3IIp       " " 4028" "  15" " 0.53" " 0.08" -1.21 0.06
144 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/23249.txt "K0IV        " " 5053" "  25" " 3.79" " 0.06" " 0.09" 0.05
1122 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/233891.txt "G5IIIw      " " 4772" "  45" " 1.55" " 0.15" -1.56 0.12
1123 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/237846.txt "F8          " " 4987" "  64" " 2.12" " 0.19" -2.55 0.13
1124 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/237903.txt "K7V         " " 4068" "  14" " 4.71" " 0.05" -0.35 0.06
145 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/23841.txt "K1III       " " 4338" "  19" " 2.23" " 0.09" -0.56 0.06
146 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/24398.txt "B1Iab:      " 24163 2079 " 3.27" " 0.12" -0.08 0.07
147 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/24421.txt "F5          " " 6117" "  48" " 4.17" " 0.08" -0.35 0.08
12 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/2454.txt "F6Vawvar    " " 6492" "  42" " 4.12" " 0.05" -0.29 0.06
148 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/24760.txt "B0.5V+...   " 26405 1549 " 3.85" " 0.13" -0.09 0.1
0 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/249.txt "K1IV        " " 4757" "  28" " 2.88" " 0.09" -0.29 0.06
149 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/25173.txt "F8V         " " 6018" "  36" " 4.07" " 0.06" -0.55 0.06
150 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/25291.txt "F0II        " " 7761" "    " " 2.49" "     " " 0.14" 
151 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/25329.txt "K1V...      " " 4840" "    " " 4.85" "     " -1.68 
152 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/25457.txt "F5V         " " 6228" "  44" " 4.29" " 0.07" " 0.04" 0.06
153 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/25604.txt "K0III       " " 4795" "  21" " 2.65" " 0.06" " 0.06" 0.05
154 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/25621.txt "F6IV        " " 6251" "  29" " 3.98" " 0.05" " 0.05" 0.04
155 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/25642.txt "A0IVn       " 10585 " 166" " 4.05" " 0.07" " 0.01" 0.1
156 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/25940.txt "B3Ve        " 16827 " 427" " 3.94" " 0.08" -0.04 0.08
157 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/25975.txt "K1III       " " 4986" "  23" " 3.47" " 0.06" " 0.05" 0.05
13 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/2628.txt "A7III       " " 7305" "  56" " 3.98" " 0.06" -0.07 0.06
158 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/26297.txt "G5/G6IVw    " " 4468" "  25" " 1.01" " 0.09" -1.82 0.07
159 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/26574.txt "F2II-III    " " 7132" "  42" " 3.70" " 0.06" " 0.21" 0.05
14 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/2665.txt "G5IIIw      " " 4942" "  62" " 2.12" " 0.20" -2.03 0.14
160 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/26965.txt "K1V         " " 5108" "  26" " 4.49" " 0.05" -0.29 0.05
161 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/27022.txt "G5IIb       " " 5321" "  29" " 2.91" " 0.07" -0.05 0.06
162 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/27295.txt "B9IV        " 11956 "    " " 3.92" "     " -0.95 
163 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/27348.txt "G8III       " " 5045" "  24" " 2.88" " 0.06" " 0.04" 0.05
164 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/27371.txt "K0III       " " 5016" "  25" " 2.84" " 0.06" " 0.15" 0.05
165 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/27382.txt "K1III       " " 4501" "  19" " 2.28" " 0.07" -0.36 0.05
166 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/27697.txt "K0III       " " 5023" "  26" " 2.83" " 0.07" " 0.15" 0.06
15 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/2796.txt "Fw          " " 4879" "  85" " 1.82" " 0.26" -2.25 0.19
167 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/27971.txt "K1III       " " 4979" "  25" " 2.90" " 0.06" " 0.10" 0.05
168 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/28099.txt "G2V         " " 5815" "  31" " 4.47" " 0.06" " 0.21" 0.05
169 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/28100.txt "G7IIIa      " " 4986" "  25" " 2.38" " 0.07" -0.17 0.06
170 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/28292.txt "K2III       " " 4557" "  19" " 2.66" " 0.07" -0.09 0.04
171 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/28305.txt "G9.5III     " " 4978" "  27" " 2.77" " 0.07" " 0.20" 0.06
172 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/28307.txt "K0IIIb      " " 5078" "  28" " 2.97" " 0.07" " 0.18" 0.06
173 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/28527.txt "A6IV        " " 7757" "  58" " 3.85" " 0.06" " 0.13" 0.05
