 Name SpType Teff e_Teff log(g) e_log(g) [Fe/H] e_[Fe/H]
482 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/99028.txt "F4IV        " " 6739" "  36" " 3.96" " 0.05" " 0.19" 0.04
483 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/99167.txt "K5III       " " 3819" "   7" " 1.76" " 0.10" -0.08 0.04
76 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/9927.txt "K3III       " " 4371" "  21" " 2.29" " 0.10" " 0.12" 0.05
484 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/99491.txt "K0IV        " " 5470" "  29" " 4.39" " 0.06" " 0.38" 0.05
485 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/99747.txt "F5Vawvar    " " 6667" "  31" " 4.19" " 0.03" -0.48 0.04
486 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/99998.txt "K3.5III     " " 3991" "  12" " 1.61" " 0.11" -0.26 0.05
1126 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+01_2916.txt "K0          " " 4312" "  26" " 0.66" " 0.09" -1.91 0.06
1127 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+04_4551.txt "F7Vw        " " 5986" "  58" " 4.16" " 0.09" -1.28 0.13
1128 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+09_3063.txt "Flat        " " 5048" " 160" " 2.67" " 0.41" -0.50 0.41
1129 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+09_3223.txt "Flat        " " 5164" "  51" " 2.40" " 0.15" -2.08 0.13
1130 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+11_2998.txt "F8          " " 5334" "  45" " 2.61" " 0.12" -1.21 0.11
1131 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+18_2890.txt "Flat        " " 5102" "  49" " 2.59" " 0.15" -1.45 0.11
1132 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+18_2976.txt "G0          " " 4753" "  49" " 1.58" " 0.16" -2.17 0.11
1133 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+25_2436.txt "G7III       " " 4964" "  41" " 2.46" " 0.12" -0.53 0.1
1134 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+25_2479.txt "G8III       " " 5458" "  46" " 4.33" " 0.09" " 0.40" 0.07
1135 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+25_2497.txt "G6III       " " 4941" "  46" " 2.49" " 0.14" -0.65 0.11
1136 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+26_2276.txt "G6III       " " 5810" "  69" " 4.05" " 0.13" " 0.11" 0.1
1137 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+27_2057.txt "G7III       " " 4882" "  51" " 2.50" " 0.15" -0.56 0.12
1138 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+27_2096.txt "G6III       " " 5572" "  47" " 3.89" " 0.10" " 0.41" 0.07
1139 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+27_2126.txt "G5          " " 4721" "  25" " 2.57" " 0.08" -0.06 0.06
1140 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+28_2079.txt "G7III       " " 4812" "  31" " 2.36" " 0.10" -0.50 0.07
1141 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+29_2231.txt "G7III       " " 4942" "  48" " 2.52" " 0.14" -0.44 0.11
1142 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+29_2294.txt "G5III-IVp   " " 4983" "  44" " 2.47" " 0.13" -0.70 0.11
1143 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+30_2611.txt "G8III       " " 4391" "  28" " 0.96" " 0.10" -1.46 0.08
1144 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+30_2931.txt "K2          " " 4427" "  20" " 2.27" " 0.08" -0.21 0.05
1145 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+31_2356.txt "G6III       " " 5843" "  55" " 3.96" " 0.11" " 0.24" 0.08
1146 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+34_2371.txt "G7III       " " 4906" "  69" " 2.47" " 0.16" -0.43 0.16
1147 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+36_2303.txt "G7III       " " 4649" "  31" " 1.75" " 0.11" -0.92 0.08
1148 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+36_368.txt "K1III       " " 4797" "  48" " 2.69" " 0.15" -0.09 0.11
1149 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+37_2312.txt "G7III       " " 5617" "  45" " 4.22" " 0.09" " 0.20" 0.07
1150 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+37_2319.txt "G6III       " " 5707" "  46" " 4.05" " 0.09" " 0.31" 0.07
1151 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+37_448.txt "G9III       " " 4900" "  37" " 2.70" " 0.10" -0.06 0.08
1152 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+39_2554.txt "G6III       " " 5595" "  43" " 3.88" " 0.09" " 0.25" 0.07
1153 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD+45_1668.txt "A9.2        " " 8693" "  79" " 4.72" " 0.06" -0.48 0.16
1154 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD-01_2582.txt "F0          " " 5004" "  72" " 2.24" " 0.22" -2.25 0.16
1155 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD-10_3166.txt "K0V         " " 5326" "  43" " 4.45" " 0.08" " 0.40" 0.07
1156 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD-11_4126.txt "K3V         " " 4731" "  26" " 4.63" " 0.06" -0.03 0.06
1157 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/BD-15_872.txt "F2          " " 5511" "  66" " 4.27" " 0.16" -0.39 0.13
1158 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_101-29.txt "G0          " " 5374" "  65" " 3.26" " 0.18" -2.01 0.15
1159 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_102-20.txt "Flat        " " 5418" "  38" " 4.49" " 0.08" -1.09 0.1
1160 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_102-27.txt "G0          " " 5595" "  36" " 3.65" " 0.08" -0.57 0.07
1161 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_103-55.txt "G0          " " 5567" "  37" " 4.34" " 0.07" -0.36 0.07
1162 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_103-68.txt "M3          " " 3477" "  11" " 4.76" " 0.07" -1.08 0.15
1163 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_107-27.txt "K2          " " 4197" "  21" " 4.67" " 0.07" -0.17 0.06
1164 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_108-29.txt "G0V         " " 5752" "  30" " 4.31" " 0.06" -0.39 0.05
1165 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_108-43.txt "G0          " " 5805" "  38" " 4.23" " 0.07" -0.59 0.07
1166 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_11-45.txt "G4V         " " 5668" "  36" " 4.34" " 0.07" " 0.15" 0.06
1167 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_112-54.txt "G8V         " " 5317" "  25" " 4.53" " 0.05" -0.78 0.06
1168 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_114-18.txt "G5          " " 5444" "  58" " 4.50" " 0.11" -0.13 0.11
1169 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_119-32.txt "F5          " " 5706" "  58" " 3.96" " 0.11" -1.90 0.14
1170 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_119-64.txt "G0          " " 6134" "  55" " 4.16" " 0.07" -1.53 0.13
1171 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_12-21.txt "F2          " " 5938" "  51" " 4.18" " 0.08" -1.32 0.12
1172 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_12-22.txt "G8V         " " 5479" "  84" " 4.48" " 0.16" " 0.24" 0.14
1173 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_12-24.txt "G3V         " " 5648" "  31" " 4.29" " 0.06" -0.15 0.05
1174 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_122-39.txt "G0          " " 5578" "  34" " 4.60" " 0.06" -0.33 0.06
1175 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_122-51.txt "G8Vp        " " 5173" "  28" " 4.76" " 0.06" -1.22 0.08
1176 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_122-66.txt "G8Vw...     " " 4955" "  26" " 3.37" " 0.07" -0.53 0.06
1177 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_123-29.txt "G0V         " " 5745" "  24" " 4.28" " 0.05" -0.83 0.05
1178 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_124-40.txt "K0          " " 5458" "  40" " 4.09" " 0.08" " 0.52" 0.06
1179 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_125-4.txt "K0V         " " 5196" " 131" " 3.82" " 0.31" -0.26 0.26
1180 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_126-62.txt "sdF8        " " 6055" "  55" " 4.09" " 0.08" -1.44 0.13
1181 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_136-45.txt "G0          " " 5598" "  26" " 4.41" " 0.05" -0.13 0.05
1182 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_139-48.txt "G0V         " " 5774" "  38" " 4.24" " 0.07" -0.76 0.07
1183 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_140-5.txt "A5          " " 6035" "  38" " 3.94" " 0.06" -2.09 0.09
1184 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_143-17.txt "G5Vw        " " 5513" "  30" " 4.25" " 0.06" -1.50 0.08
1185 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_144-6.txt "F7V-VI      " " 5974" "  34" " 4.19" " 0.05" -1.11 0.07
1186 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_149-25.txt "K0          " " 5601" "  29" " 4.53" " 0.06" -0.33 0.06
1187 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_15-20.txt "K3V         " " 4884" "  34" " 4.56" " 0.07" " 0.25" 0.07
1188 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_16-13.txt "G0          " " 5748" "  41" " 4.01" " 0.08" -0.84 0.08
1189 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_16-32.txt "K1.5IV      " " 4862" "  25" " 3.67" " 0.06" " 0.08" 0.05
1190 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_160-27.txt "G0          " " 5504" "  30" " 3.91" " 0.07" -0.48 0.06
1191 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_161-29.txt "K:          " " 4676" "  36" " 4.56" " 0.08" -0.06 0.08
1192 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_162-13.txt "K2          " " 5343" "  37" " 4.47" " 0.07" " 0.34" 0.06
1193 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_163-78.txt "K0          " " 5185" " 112" " 4.17" " 0.26" " 0.36" 0.23
1194 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_165-11.txt "G0          " " 5800" "  31" " 4.12" " 0.06" -0.57 0.06
1195 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_165-39.txt "A4          " " 6160" "  40" " 3.98" " 0.06" -2.03 0.1
1196 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_166-25.txt "F9V         " " 5786" "  29" " 4.09" " 0.06" -0.60 0.05
1197 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_166-45.txt "A5          " " 6060" "  51" " 3.93" " 0.08" -2.16 0.12
1198 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_17-21.txt "F8V         " " 5877" "  28" " 4.14" " 0.05" -0.73 0.05
1199 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_17-30.txt "G0          " " 5706" "  31" " 4.19" " 0.06" -0.48 0.06
1200 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_170-47.txt "G0          " " 5070" "  34" " 2.35" " 0.10" -2.48 0.07
1201 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_175-33.txt "G0          " " 5731" "  39" " 4.15" " 0.08" " 0.30" 0.06
1202 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_176-11.txt "M2V         " " 3948" "   9" " 5.13" " 0.29" -1.43 0.04
1203 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_180-35.txt "K0V         " " 5292" "  28" " 4.36" " 0.05" " 0.49" 0.05
1204 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_181-47.txt "G1V         " " 5632" "  41" " 4.06" " 0.09" -0.48 0.08
1205 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_182-19.txt "G0V         " " 5795" "  24" " 4.25" " 0.05" -0.54 0.04
1206 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_183-11.txt "F0          " " 6133" "  35" " 3.97" " 0.05" -2.06 0.09
1207 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_19-24.txt "K5          " " 3959" "  15" " 4.59" " 0.06" -0.27 0.06
1208 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_193-33.txt "G0          " " 5814" "  34" " 4.12" " 0.07" -0.52 0.06
1209 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_196-33.txt "F8          " " 5901" "  24" " 4.30" " 0.04" -0.47 0.04
1210 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_196-48.txt "G           " " 5672" "  80" " 3.78" " 0.16" -1.61 0.18
1211 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_196-9.txt "K5          " " 3947" "  12" " 4.61" " 0.05" -0.29 0.05
1212 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_197-45.txt "G5          " " 5402" "  51" " 4.51" " 0.10" -0.61 0.11
1213 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_197-56.txt "G2V         " " 5620" "  62" " 4.42" " 0.12" -0.71 0.13
1214 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_200-36.txt "G5          " " 5511" "  29" " 4.43" " 0.06" " 0.18" 0.05
1215 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_200-62.txt "K1V         " " 5180" "  25" " 4.51" " 0.05" -0.38 0.05
1216 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_205-5.txt "K2V         " " 4973" "  21" " 4.56" " 0.04" -0.20 0.05
1217 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_207-5.txt "F8          " " 5904" "  51" " 4.32" " 0.09" -0.50 0.09
1218 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_212-10.txt "K0III-IV    " " 4877" "  32" " 3.19" " 0.09" -0.17 0.07
1219 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_22-7.txt "K0IV-V      " " 5534" "  31" " 4.30" " 0.06" " 0.31" 0.05
1220 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_223-65.txt "G3IV        " " 4968" "  31" " 2.38" " 0.09" -0.72 0.08
1221 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_227-46.txt "M3V         " " 3481" "  10" " 4.78" " 0.07" -1.01 0.13
1222 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_229-34.txt "F8          " " 5675" "  31" " 4.18" " 0.06" -0.28 0.05
1223 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_230-49.txt "G0          " " 5763" "  53" " 4.24" " 0.12" -0.54 0.1
1224 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_237-84.txt "G0          " " 5572" "  29" " 4.52" " 0.06" -0.45 0.06
1225 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_241-18.txt "G5          " " 5631" "  43" " 4.39" " 0.08" -0.51 0.08
1226 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_243-63.txt "F8V         " " 5063" "  51" " 2.46" " 0.16" -1.63 0.12
1227 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_244-59.txt "G8V         " " 5538" "  34" " 4.44" " 0.07" -0.50 0.07
1228 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_245-32.txt "sd:F2       " " 6114" "  62" " 4.06" " 0.09" -1.80 0.16
1229 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_246-38.txt "G0          " " 5389" "  60" " 4.04" " 0.13" -1.90 0.16
1230 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_249-49.txt "G0          " " 5875" "  33" " 4.11" " 0.06" -0.83 0.06
1231 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_25-15.txt "F9V         " " 5887" "  47" " 4.32" " 0.08" -0.58 0.09
1232 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_25-29.txt "G5          " " 5802" "  52" " 4.12" " 0.10" -0.65 0.1
1233 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_250-22.txt "K5          " " 4257" "  20" " 4.68" " 0.06" -0.16 0.06
1234 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_256-34.txt "K1III       " " 4693" "  26" " 2.57" " 0.10" -0.60 0.06
1235 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_257-32.txt "K7          " " 3600" "  15" " 4.59" " 0.11" -0.84 0.19
1236 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_259-35.txt "G5III       " " 5056" "  31" " 2.48" " 0.09" -1.44 0.07
1237 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_27-44.txt "F8          " " 5987" "  45" " 4.18" " 0.08" -0.68 0.08
1238 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_270-23.txt "F5V         " " 6161" "  59" " 4.12" " 0.08" -1.09 0.12
1239 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_36-33.txt "K1V         " " 5344" "  27" " 4.64" " 0.05" " 0.14" 0.05
1240 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_37-26.txt "A4p         " " 5876" "  35" " 3.99" " 0.06" -1.98 0.09
1241 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_4-44.txt "G5          " " 5846" "  49" " 4.23" " 0.09" -0.66 0.09
1242 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_40-34.txt "F0          " " 6570" "  51" " 4.24" " 0.05" -1.39 0.12
1243 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_43-3.txt "sdF5        " " 6210" "  38" " 3.94" " 0.06" -2.12 0.09
1244 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_43-33.txt "F8          " " 5954" "  35" " 4.01" " 0.06" -0.50 0.06
1245 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_44-6.txt "G1V         " " 5675" "  33" " 4.34" " 0.06" -0.64 0.07
1246 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_46-31.txt "Flat        " " 5925" " 111" " 4.12" " 0.19" -0.83 0.2
1247 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_48-29.txt "sd:A2       " " 6227" "  50" " 3.92" " 0.08" -2.25 0.12
1248 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_5-40.txt "G0          " " 5893" "  76" " 4.19" " 0.13" -0.81 0.15
1249 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_57-11.txt "G5          " " 5759" "  36" " 4.46" " 0.07" " 0.06" 0.06
1250 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_58-25.txt "F4V         " " 5930" "  31" " 4.13" " 0.05" -1.39 0.07
1251 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_58-30.txt "G0          " " 5902" "  29" " 4.30" " 0.05" " 0.13" 0.04
1252 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_60-6.txt "K2          " " 5046" "  40" " 4.60" " 0.08" " 0.10" 0.08
1253 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_63-9.txt "F9V         " " 5897" "  32" " 4.19" " 0.06" -0.71 0.06
1254 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_65-16.txt "G5          " " 5694" "  38" " 4.30" " 0.07" -0.42 0.07
1255 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_65-47.txt "G1V         " " 5689" "  29" " 4.41" " 0.05" -0.37 0.05
1256 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_7-6.txt "G0          " " 5746" "  32" " 4.12" " 0.06" " 0.17" 0.05
1257 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_74-5.txt "F8V         " " 5699" "  24" " 4.33" " 0.04" -0.95 0.05
1258 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_75-62.txt "G5          " " 5520" "  29" " 4.42" " 0.06" -0.47 0.06
1259 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_78-14.txt "G8          " " 5286" "  39" " 4.57" " 0.08" -0.40 0.08
1260 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_80-15.txt "F9V         " " 5798" "  26" " 4.18" " 0.05" -0.89 0.05
1261 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_81-38.txt "G1V-VI      " " 5786" "  28" " 4.25" " 0.05" -0.51 0.05
1262 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_82-12.txt "G0          " " 5660" "  30" " 4.13" " 0.06" -0.26 0.05
1263 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_84-29.txt "sd:F0       " " 6189" "  40" " 3.88" " 0.06" -2.25 0.1
1264 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_84-37.txt "G0          " " 5895" "  41" " 4.19" " 0.07" -1.06 0.09
1265 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_88-40.txt "F8          " " 5932" "  36" " 4.14" " 0.06" -0.84 0.07
1266 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_89-11.txt "K0          " " 5131" "  33" " 4.47" " 0.06" " 0.16" 0.06
1267 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_90-1.txt "K2V         " " 4948" "  41" " 4.71" " 0.08" -0.06 0.08
1268 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_90-25.txt "sdG2        " " 5479" "  30" " 4.28" " 0.06" -1.61 0.08
1269 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_95-4.txt "G0          " " 5648" "  30" " 4.13" " 0.06" -0.42 0.05
1270 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_95-57.txt "K1V         " " 5187" "  33" " 4.63" " 0.07" -0.94 0.08
1271 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/G_96-20.txt "F8          " " 6284" "  37" " 4.26" " 0.04" -0.90 0.07
1272 /home/avinash/Dropbox/PyCharm/IFAS/CFLIB/NGP_29_129.txt "K1V         " " 5315" "  44" " 4.45" " 0.09" " 0.22" 0.08
